id_shortcode,text,topic,label
Cs0n1fTNUgP,"PARBOABOA - Sampah makanan, atau sampah-sampah yang berasal dari sisa makanan, seringkali berakhir di tempat pembuangan sampah, tidak semuanya didaur ulang, dan menjadi pemicu pencemaran lingkungan.

Di Tempat Pengelolaan Sampah Terpadu (TPST) Bantar Gebang, Bekasi, Jawa Barat misalnya, sampah makanan menguap begitu saja. Sedikitnya 7.500 ton hingga 8.000 ton sampah dari DKI Jakarta dibuang di sana.

Di sana, sampah makanan hanya jadi makanan kambing milik warga yang sengaja dilepas warga sekitar.

Salah satu pemulung di sana, Samudi, mengaku sampah makanan tidak menjadi sumber penghasilan. Dia tak mengambil sampah sisa makanan karena tidak bisa dijual ke pengepul. Dia hanya mengambil plastik dan botol serta gelas bekas minuman kemasan yang dapat dia jual Rp400 rupiah per kilogram dan botol Rp700 rupiah per kilogram.

[Baca berita dan informasi menarik lainnya hanya di ***URL***

#parboaboa #sampahmakanan  #banksampah  #liputanunggulan  #TPST  #KLHK  #beritaunggulan",Waste,NEGATIVE
CsIKwu7yl8X,"Hallo sobat bumi !!!

Meriahkan Asean Games dengan Semangat Ramah Lingkungan! Mari Bersama-sama Menjaga Kestabilan Alam dan Meningkatkan Kualitas Hidup di Kawasan Asean.

Menyambut SEA Games ke-32, tahukah kamu bahwa SEA Games ke-31 di Hanoi, Vietnam mengusung konsep ramah lingkungan yang menginspirasi banyak orang?

VIESGOC sebagai panitia penyelenggara memperkenalkan kampanye #SEAGamesNoPlastic dan #Greensport dengan mewajibkan segala pihak untuk menggunakan benda-benda yang bisa dipakai berulang kali dengan Aturan 3R, yaitu reduce, reuse, dan recycle.

Mari bersama-sama menumbuhkan kesadaran lingkungan dan ikut berkontribusi dengan cara memilih benda-benda yang ramah lingkungan dan membuang sampah di tempat yang benar.

Yuk, jangan ragu untuk menjadi bagian dari gerakan lingkungan dengan mendukung ajang multi-olahraga yang ramah lingkungan di masa depan. Kita semua bisa turut menjaga kebersihan dan kelestarian bumi dengan tindakan sederhana sehari-hari.

#Seagames2023 #seagames2023cambodia #SEAGamesNoPlastic #Greensport #RamahLingkunganSEAGames  #sustainabilitystartswithyou #indonesiabebassampah #reuse #reduce #recycle #pemanasanglobal",Climate change,POSITIVE
CpH1MQcNo2c,"Jenis polusi yang satu ini sering banget dibahas sama Minjo!

Coba tebak polusi apa?

Ya, benar! Polusi PM2.5.

Ternyata, banyak warga nafas yang masih kebingungan apa itu polusi partikulat. 🤔

Lihat perbedaan-perbedaan jenis polusi di slide ke dua!👆

#suarawarga #polusiudara #partikel #partikulat #kualitasudara #udara #bernapas",Environment,NEGATIVE
CawUkI5rBM8,"Namanya juga polusi yang berarti pencemaran alias pengotoran, dampaknya pasti buruk. Bukan hanya buruk untuk lingkungan, tapi juga untuk kesehatan manusia dan mahluk hidup lainnya. 

Polusi ini tidak melulu berasal dari asap kendaraan bermotor lho. Plastik yang ada sekarang juga sudah dirasakan sebagai polusi. Jumlah produksinya gila-gilaan. 

Padahal ada banyak bahan yang lebih ramah lingkungan untuk menggantikan fungsi plastik sebagai wadah atau kemasan makan dan minuman. 

Lantaran selalu mengandalkan plastik akhirnya timbul berbagai dampak buruk. Mulai dari air dan tanah tercemar, hewan-hewan laut mati terjerat atau karena memakan sampah plastik, hingga memicu perubahan iklim. 

Manusia juga bisa terganggu kesehatannya jika mengonsumsi hewan laut atau ikan yang di dalam tubuhnya mengandung mikroplastik.

Menyadari bahaya itu perwakilan 175 negara akhirnya meneken resolusi Majelis Lingkungan PBB (UNEA) untuk mengakhiri polusi plastik alias 𝘦𝘯𝘥 𝘱𝘭𝘢𝘴𝘵𝘪𝘤 𝘱𝘰𝘭𝘭𝘶𝘵𝘪𝘰𝘯.

Apa saja isi resolusinya? Baca selengkapnya dalam artikel yang tautannya sudah kami sediakan dalam lnk.bio 🌳🌏

#sampahplastik #polusiplastik #stopsampahplastik #endplasticpollution #lingkungan #pencemaranlaut #kesehatan #polusi #perubahaniklim",Waste,NEGATIVE
BwPoEjbhG0s,"Buku Tak Ada Tempat Bagi Rakyat
oleh Arimbi Heroepoetri, S.H., LL.M
[Rp50.000]
Era otonomi daerah, pemda memiliki kewenangan dalam mengelola rumah tangganya sendiri. Lingkungan beserta sumber daya alamnya masih dilihat sebagai penghasilan suatu daerah, namun alpa untuk di konservasi. Konsep pembangunan berkelanjutan hanya sekadar jargon yang tidak pernah tercermin dalam pelaksanaan. 
Selama ini pengelolaan SDA dibangun dengan pendekatan yang salah sehingga memunculkan konflik-konflik dengan masyarakat. YLBHI mencatat terjadi 553 kasus konflik pengelolaan SDA dengan rakyat selama kurun satu tahun. Konflik SDA makin lama makin meningkat. #takadatempatbagirakyat #sumberdayamanusia #sumberdayaalam #buku #tbchakrajogja #jualbuku #caribuku #books #igbook #membaca #sosialpolitik #literasi #olshopjogja #pengetahuan #skripsi #pembangunan #konfliklingkungan #bukujogja #seninsemangat",Environment,NEGATIVE
CwjwTzvJ9qX,"Serial Literasi Nuklir #4: Air Buangan Fukushima Daiichi vs Pisang, Mana Lebih Radioaktif?

Program pembuangan air radioaktif dari tempat penampungan air Fukushima Daiichi ke laut menuai pro-kontra. Pihak yang kontra banyak menyinggung bahwa pembuangan ini berbahaya, tidak bertanggung jawab, tidak etis, dan lain sebagainya. Sayangnya, pihak kontra ini sama sekali tidak pernah menunjukkan justifikasi argumentasi mereka secara kuantitatif. Padahal, dalam perkara risiko, yang harus dilakukan adalah kuantifikasi risiko, bukan retorika, propaganda, dan provokasi tidak bertanggung jawab. Provokasi murahan ini dilakukan oleh banyak LSM berkedok lingkungan dan akun-akun media sosial minim literasi.

Untuk kuantifikasi risiko yang lebih jelas, barangkali perlu dibandingkan seberapa besar dosis radiasi yang mungkin diterima oleh manhsia dari air Fukushima Daiichi dibandingkan dengan dosis yang diterima dari... Pisang.

Apa? Pisang?

Betul, pisang. Silakan disimak, semoga mencerahkan.

#literasi #nuklir #fukushima #fukushimadaiichi #limbahradioaktif #tritium #nuclearenergy #energinuklir",Energy,NEGATIVE
Cv01qZ-rpHe,"Baca beritanya ( ***URL*** )

Kamu setuju nggak nih guys?

Kualitas udara di Jakarta kian memburuk belakangan ini. Kondisi tersebut bisa mengancam kesehatan warga. Ditambah cuaca terasa panas.

Pakar Ikatan Dokter Indonesia (IDI) Profesor Zubairi Djoerban mengatakan, perlu mencari solusi yang serius mengatasi polusi udara yang terjadi di Jakarta.

""Berkaitan dengan kualitas udara buruk dan cuaca panas yang terjadi, sudah saatnya kita mempertimbangkan berbagai solusi serius,"" kata Prof Zubairi melalui akun Twitter pribadinya dikutip, Jumat (11/8/2023).

Prof Zubairi menawarkan solusi demi kesehatan masyarakat, yakni adalah penyesuaian jam kerja menjadi empat hari dalam seminggu. Kemudian, ia mengusulkan untuk work from home (WFH) seperti saat pandemi Covid-19.

Dengan adanya WFH, kata Prof Zubairi, telah terbukti bisa membuat kualitas udara membaik.

""Misalnya, dilakukan penyesuaian jam bekerja, yang mungkin bisa menerapkan sistem empat hari bekerja dalam seminggu,"" kata Prof Zubairi.

""Saya setuju dengan usulan WFH yang sebelumnya pernah diterapkan saat pandemi Covid-19. Saat itu, kualitas kerja rasanya tetap bagus dan dilaporkan juga bahwa kualitas udara kita jadi membaik,"" sambungnya.

#Okezonecom #IDI #udaraburuk #jakarta #polusiudara",Pollution,POSITIVE
Cv9YI_irFXb,Inggris berperan sebagai mitra strategis dalam mencapai target Indonesia dalam Pemanfaatan Energi Baru dan Terbarukan dalam Rencana Pembangunan Jangka Menengah Nasional #arsjadrasjid Ketua Kadin #transisienergi #inklusifkolaboratif,Energy,POSITIVE
BhJ2JLWgn67,"Salah satu bagian dari hidup Zero Waste adalah REFUSE.
Cara mudah untuk mulai menjalankan REFUSE sehari-hari adalah menolak sedotan plastik.
Kalau kamu termasuk salah satu yang pengen mencoba atau sering menolak sedotan plastik, apa alasan kamu menolakya?
Komen di post ini, dan kamu berkesempatan dapat set sedotan bambu keren ini dari Navakara loh!

#na_avakara #navakara #waystozerowaste #refuse #reduce #reuse #repair #recycle #menolak #mengurangi #menggunakankembali #memperbaiki #mendaurulang #babacucu #berbagigratis",Waste,POSITIVE
CyGFp-gvQpE,"Hmm.. gangguan apalagi ya yang bisa terjadi pada PLTS?

Gangguan yang bisa terjadi yakni pada PV Array. PV Array merupakan gabungan dari beberapa modul PV. PVR Array dapat mengalami masalah seperti terjadinya hotspot maupun adanya sambungan antar modul PV yang tidak benar. 

Tips mengatasi gangguan pada PV Array, yaitu:
☑️ Memeriksa tegangan dan arus input inverter dari array
☑️ Memeriksa setiap sakelar sekering dan pemutus arus
☑️ Memeriksa kabel koneksi
☑️ Memeriksa sumber bayangan/shading
☑️ Memeriksa modul yang kotor
☑️ Memeriksa secara visual kerusakan yang terlihat jelas

Kalau Sobat, pernah menghadapi apa saja saat mengoperasikan PLTS? Yuk, sharing ke kita... 

#PLTS
#tenagasurya
#solarpaneL
#apakamutahu
#infoketenagalistrikan",Energy,NEGATIVE
CtdykE1S37O,"KOMIK PLANET BIRU
@***
•
Kalian merasa nggak kalau makin hari bumi tambah panas?
Berita-berita soal es kutub mencair, gunung-gunng tinggi yang mulai kehilangan salju abadinya, juga cuaca ekstrem datang silih berganti. Sebenarnya ada apa sih?

Yuk, cari tahu soal Perubahan Iklim!
Apa saja sih perilaku yang harus kita ubah untuk mencegah Global Warming ?

Simak komiknya di komin.fo/planetbiru

Komik Komunika dicetak dan didistribusikan kepada pegiat literasi di 2922 simpul pustaka oleh Ditjen Informasi dan Komunikasi Publik Kominfo @*** khususnya untuk daerah 3T (Terdepan, Terluar dan Tertinggal) yang masih mengalami keterbatasan akses internet.

#perubahaniklim
#pemanasanglobal
#saveearth #sayangibumi",Climate change,NEGATIVE
CrON5zWvDwl,"Sektor listrik akan memasuki era baru penurunan generasi fosil karena batu bara, minyak dan gas didorong keluar dari jaringan oleh rekor ekspansi tenaga angin dan matahari, menurut analisis baru oleh wadah pemikir iklim Carbon Brief

<< STORY ATAU TAP LINK DI BIO/
PROFILE UNTUK MEMBACATERKINI >>

#CarbonBrief #BahanBakarFosil #REPowerEU",Energy,POSITIVE
CsGshi1pn5F,"Plastik yang benar-benar ramah lingkungan masih menjadi topik kontroversial di kalangan ahli dan aktivis lingkungan. Meskipun ada jenis plastik yang diklaim sebagai ""biodegradable"" atau ""komposibel"", namun kenyataannya masih banyak kontroversi mengenai keefektifan dan dampak lingkungan dari jenis plastik tersebut.

Beberapa jenis plastik yang diklaim ramah lingkungan seperti polilaktat (PLA), polyhydroxyalkanoate (PHA), dan polibutilena adipat tereftalat (PBAT). Namun, meskipun jenis-jenis plastik ini terurai secara biologis, tetap saja proses penguraiannya masih memerlukan waktu yang cukup lama dan memerlukan kondisi khusus yang tidak selalu terpenuhi di lingkungan.

Selain itu, masalah utama dengan plastik bukan hanya ketika dibuang, tetapi juga ketika diproduksi dan digunakan. Oleh karena itu, selain mencari alternatif plastik yang ramah lingkungan, penting juga untuk memperhatikan pengurangan produksi plastik dan penggunaan kembali (reuse) serta daur ulang (recycle) sampah plastik yang sudah ada.

Hayoo siapa yang penasaran sama produk dari CIRECO? Tunggu kehadiran produk dari CIRECO😉

Kalo sudah launching cus diorder jangan sampai kehabisan

☎ : +62 857-6618-3796 (Al-Kahfi)
✉️ : ***@***.***

#SampahPlastik #DaurUlang #LingkunganHidup #SustainableLiving",Waste,NEGATIVE
CsfbGhdp4M1,"Suhu dunia mungkin melebihi had yang ditetapkan dalam tempoh lima tahun akan datang. 

𝐁𝐚𝐜𝐚 𝐚𝐫𝐭𝐢𝐤𝐞𝐥 𝐩𝐞𝐧𝐮𝐡 𝐝𝐢 𝐛𝐦.𝐬𝐲𝐨𝐤.𝐦𝐲/𝐚𝐫𝐭𝐢𝐜𝐥𝐞. 𝐊𝐥𝐢𝐤 𝐥𝐢𝐧𝐤 𝐝𝐢 𝐛𝐢𝐨.

𝐌𝐮𝐚𝐭 𝐭𝐮𝐫𝐮𝐧 𝐚𝐩𝐥𝐢𝐤𝐚𝐬𝐢 𝐒𝐘𝐎𝐊 𝐝𝐢 𝐀𝐩𝐩 𝐒𝐭𝐨𝐫𝐞, 𝐆𝐨𝐨𝐠𝐥𝐞 𝐏𝐥𝐚𝐲 𝐒𝐭𝐨𝐫𝐞 & 𝐇𝐮𝐚𝐰𝐞𝐢 𝐀𝐩𝐩 𝐆𝐚𝐥𝐥𝐞𝐫𝐲

#syok #pemanasanglobal #pemanasaniklim #suhubumi #perubahaniklim #rekodsuhu #perjanjianparis #cuacaekstrem #kenaikanparasairlaut #kemusnahanekosistem #ELNino #bencanabanjir #kemarau #kebakaranhutan #kekuranganmakanan #suhutinggi #suhuterpanas #krisisiklim",Climate change,NEUTRAL
Cdzu5MHtmbX,"Wah ternyata selama momen lebaran kemarin, tidak hanya kendaraan mudik saja yang membludak tetapi juga sampah di daerah Bekasi.

Inilah yang harus ditindaklanjuti dengan implementasi Pengelolaan Sampah Terpadu.

#terrabepro #wastemanagement #olahsampah #pilahsampah #manajemenlimbah #manajemensampah #pedulilingkungan #zerowaste #wasteissues #sampah #daurulangsampah #reducewaste #recycle #zerowasteliving #sustainableliving",Waste,NEGATIVE
CtgvCPaP7YX,"Wow kondisi udara sedang tidak baik-baik saja ya guys, jangan anggap remeh karena kualitas udara yang buruk akan berdampak pada kesehatan jangka panjang kita. 

Bayangkan setiap hari kita menghirup udara yang tercemar (racun) apa akibatnya buat kesehatan jangka panjang kita. 

Buat meminimalisir efek jangka panjang, salah satunya teman-teman bisa mengkonsumsi makanan yang tinggi antioksidan untuk meyaring racun dalam tubuh kita. Karena zat antioksidan bermanfaat untuk mengikat radikal bebas yang terbentuk dalam tubuh akibat paparan polusi udara. 

Jangan lupa follow akun ini @*** untuk informasi lainnya. 

#polusi #polusiudara #udaraburuk #paparanpolusi #radikalbebas #racunudara #udarakotor #staysafe #fypage #fypviralinstagram",Pollution,NEGATIVE
B8fkcWsgMNa,"Apakah kamu tahu? Pemerintah DKI Jakarta telah mengesahkan pelarangan penggunaan plastik sekali pakai, loh.

Hal ini tertuang pada Pergub No. 142 tahun 2019 tentang Kewajiban Penggunaan Kantong Belanja Ramah Lingkungan pada Pengelola Pusat Perbelanjaan, Toko Swalayan, dan Pasar Rakyat. Kantong plastik sekali pakai akan diganti dengan menggunakan kantong belanja, dan barang-barang ramah lingkungan lainnya.

Peraturan ini akan diberlakukan mulai Juli 2020, karena akan diadakan sosialisasi terlebih dahulu pada Januari-Juni 2020.

Absen di bawah yuk, daerah mana saja nih yang sudah memberlakukan peraturan tentang larangan penggunaan plastik sekali pakai?

Sumber: kompas.id

#plastik #laranganplastik #noplastic #noplasticbags #nosingleuseplastic #DataDoc #DataDocinfo",Waste,POSITIVE
CuL1EvOvI27,"~Life Style~

Bismillah..
Cuti bersama lebaran I'edul Adha, memutuskan saya untuk berlibur, pastinya membutuhkan tas dengan ruangan cukup lebar.
Stttt ...

Tdak perlu bingung kantong up cycle ini bisa menampung banyak keperluan bahkan bisa untuk beban 15 kg lho.

Membuat tas seperti ini,upaya  mencegah timbulan sampah dari sumbernya, dan pastinya mengurangi timbunan yang kian menggunung setiap harinya.

Saya mencintai bumi dengan tidak membuang bekas minyak ke tempat sampah, 
Dan apa aksi cintamu kawan ?

#iIniAksiku,#tTanpaPlastik, #plasticsmartcities 
#Plastik, #TanpaPlastik, #stopplastik, #lestari, #berkelanjutan, #daurulang, #jerowaste, #saytonoplastik, #hijau, #ecifriendly, #plastikberbahaya, #plastikmencemari, #plastikmenumpuk, #plastikmengotori",Waste,POSITIVE
Cu1KxZcS9d9,"Dalam beberapa minggu terakhir, kualitas udara di Jabodetabek sangat memprihatinkan. Sepertinya kondisi ini akan bertahan lama, yuk bantu kurangi polusi udara dimulai dari rumah!

Untuk Freshy, kamu bisa mulai dari diri sendiri lho. Coba gunakan kendaraan umum, tambah tanaman di rumah, dan kurangi produksi sampah. Selain itu saat kualitas udara buruk, kamu bisa kurangi aktivitas di luar ruangan, dan tetap gunakan masker saat beraktivitas di luar ruang. 
Nahh biar masker makin nyaman dan kece, kamu bisa tempelkan FrechCare Patch. Aromaterapinya mampu membantu melegakan pernafasan. 

Pastikan kamu beli produk FreshCare yang asli di official store, minimarket, supermarket, toko obat dan apotek yang terpercaya ya. Cek link di bio! 

#KebaikanFreshCare #FreshCareIndonesia #FreshCarePilihanku #kerokan #FreshCare #FreshCareRollOn #Aromaterapi #Aromatheraphy #FreshCareRockNRoll #kualitasudarajakarta #kualitasudara #udarajelek",Environment,POSITIVE
Ctkn3kHPx_F,"“Layaknya air laut yang menggenangi rumah mereka setiap sore, harapan-harapan mereka kerap tenggelam dalam ketidakpastian,” tulis mantan Gubernur DKI Jakarta itu, dikutip dari Media Indonesia, Rabu, 14 Juni 2023.

Ia menjelaskan bahwa lebih dari 80 pulau di Indonesia terancam tenggelam impak dari kenaikan air laut. Hal tersebut dinilai Anies sebagai sebuah ancaman bagi kedaulatan negara.

“Ini mengancam kedaulatan negara karena konsep kedaulatan kita diukur dari pulau-pulau terdepan yang berbatasan dengan negara lain,” lanjutnya.

Kendati masalah krisis iklim sudah ada di depan mata, Anies menyayangkan minimnya penyelasaian yang dilakukan pemerintah. Menurutnya, kebijakan yang diambil para pemangku kekuasaan saat ini justru berkebalikan dengan yang seharusnya.

Dalam hal ini, Anies menyinggung kebijakan pemerintah Presiden Joko Widodo (Jokowi) yang kembali mengizinkan ekspor pasir laut melalui Peraturan Pemerintah (PP) Nomor 26 tahun 2023 tentang Pengelolaan Hasil Sedimentasi di Laut.

“Saat pulau-pulau terdepan rawan tenggelam, pun daerah pesisir terancam abrasi, kebijakan yang diambil justru kebalikan, yakni dengan mengizinkan ekspor pasir laut. Target yang tinggi nyatanya tak senada dengan kebijakan yang sarat inkonsistensi,” ujarnya.

#politik #aniesbaswedan #pemilu2024 #perubahan #krisisiklim #bumi #ekspor #presiden",Climate change,NEGATIVE
ColerhvPyce,"Hai SAMLover, tahukah kalian jika saat ini 1,3 ton makanan terbuang setiap tahun di seluruh dunia. Hal itu dapat berdampak buruk bagi lingkungan dan kesehatan kita. Salah satu cara mengatasinya yaitu dengan mengkomposnya di rumah. Berikut mari kita simak sumber sampahnya dan dampak yg dihadapi.

Semoga bermanfaat ☺

#SAMSepenuhHati
#SAMPojokEdukasi
#ImudSAMJabodetabek
#SampahMakanan

Kontributor : 
-IMud Ratih Ikrar 
-IMud Depri Laraswati",Waste,NEUTRAL
CsqJM69SjYT,"Yuk, ramaikan media sosialmu dengan mengunggah foto terbaikmu. Memeriahkan Hari Lingkungan Hidup Internasional.

Salam Adil dan Lestari!!! ✊

@***.nasional
@***

#HariLingkunganHidup2023 #WorldEnvironmentDay #PekanRakyatLingkunganHidupNasionalJakarta2023 #RoadtoKNLH #KNLHWALHI2023 #PulihkanJakarta #PulihkanIndonesia
#Lingkungan #KrisisIklim #Jakartakeren #Twibbon #savehutansumatra #savehutantapanuli #stopillegallogging #stopillegalminning",Climate change,POSITIVE
